Easting_M;Northing_M;Bouguer_anom;ELEV_M
717390.589999999967404;9223094.849999999627471;-9.810000000000000;265.845977783203125
714936.800000000046566;9222895.359999999403954;-10.190000000000000;280.327026367187500
712140.170000000041910;9224005.640000000596046;-9.260000000000000;310.164123535156250
710487.699999999953434;9223123.359999999403954;-11.660000000000000;343.489471435546875
709591.860000000102445;9220928.429999999701977;-12.010000000000000;442.885681152343750
707848.290000000037253;9219293.179999999701977;-12.310000000000000;524.124389648437500
710599.860000000102445;9218555.509999999776483;-16.149999999999999;643.366882324218750
712671.770000000018626;9220964.580000000074506;-18.210000000000001;529.526184082031250
714393.150000000023283;9220159.220000000670552;-15.699999999999999;521.895019531250000
717274.849999999976717;9220913.380000000819564;-15.890000000000001;381.506378173828068
719773.790000000037253;9220399.869999999180436;-13.740000000000000;476.743072509765625
716974.869999999995343;9218601.039999999105930;-18.059999999999999;607.438781738281250
719772.579999999958090;9217739.390000000596046;-18.270000000000000;590.059448242187500
711010.439999999944121;9216771.810000000521541;-18.000000000000000;724.652160644531250
713796.670000000041910;9218012.349999999627471;-12.510000000000000;655.311645507812500
711922.550000000046566;9216230.640000000596046;-11.440000000000000;743.057556152343864
716005.030000000027940;9214599.839999999850988;-13.240000000000000;775.551635742187500
717987.369999999995343;9215329.279999999329448;-13.060000000000000;688.762573242187500
720318.869999999995343;9215381.490000000223517;-14.119999999999999;701.111999511718750
709581.510000000009313;9215105.949999999254942;-13.380000000000001;783.291198730468750
709378.239999999990687;9217235.750000000000000;-12.410000000000000;679.297119140625000
714386.479999999981374;9211222.869999999180436;2.760000000000000;878.121582031250000
713956.929999999934807;9208057.250000000000000;7.780000000000000;1246.751708984375000
710133.030000000027940;9208899.039999999105930;3.350000000000000;1371.800537109375000
707200.560000000055879;9209113.750000000000000;0.570000000000000;1432.420288085937500
709795.160000000032596;9205808.470000000670552;6.000000000000000;1680.633300781250000
707318.560000000055879;9203803.320000000298023;1.310000000000000;1887.351684570312500
704835.580000000074506;9203963.619999999180436;2.410000000000000;1764.638916015625000
704319.869999999995343;9201812.820000000298023;4.360000000000001;1601.770874023437500
703803.949999999953434;9199592.689999999478459;2.300000000000000;1541.104125976562500
706026.589999999967404;9200872.539999999105930;6.190000000000000;1685.303710937500000
708115.979999999981374;9200725.740000000223517;8.880000000000003;1830.868896484375000
709778.040000000037253;9200459.140000000596046;7.960000000000000;2066.967285156250000
711383.390000000013970;9199914.970000000670552;7.190000000000000;2118.647460937500000
712763.109999999986030;9202100.189999999478459;9.080000000000000;1978.754394531250000
714690.239999999990687;9199667.009999999776483;11.130000000000001;1598.429931640625000
715371.030000000027940;9198296.660000000149012;15.630000000000001;1430.041625976562500
717458.329999999841675;9198303.919999999925494;6.940000000000000;1871.349975585937500
715871.130000000004657;9200788.119999999180436;3.920000000000000;1683.102661132812500
718525.859999999986030;9200657.800000000745058;10.730000000000000;1506.316650390625000
719800.400000000023283;9199396.320000000298023;23.340000000000000;1573.230224609375000
720256.939999999944121;9202130.300000000745058;12.529999999999999;1088.134033203125000
720077.819999999832362;9205722.730000000447035;1.140000000000000;1201.640991210937500
720284.510000000009313;9209067.240000000223517;1.190000000000000;1006.548889160156250
695292.060000000055879;9198746.359999999403954;-5.150000000000000;1149.846313476562500
698514.609999999869615;9198544.980000000447035;-2.140000000000000;1120.231689453125000
697096.439999999944121;9200365.970000000670552;-2.080000000000000;1403.105712890625000
699951.989999999990687;9199664.500000000000000;-1.110000000000000;1297.814208984375000
701250.780000000027940;9199380.880000000819564;-4.880000000000000;1477.160034179687500
700964.829999999958090;9200864.960000000894070;-4.040000000000000;1446.895996093750000
702353.880000000004657;9202223.980000000447035;-4.450000000000000;1596.775146484375000
672537.520000000018626;9213071.179999999701977;13.990000000000000;566.074951171875000
667232.349999999976717;9195322.880000000819564;41.740000000000002;243.013153076171875
666488.489999999990687;9192601.710000000894070;42.700000000000003;150.952087402343750
669212.229999999981374;9192245.699999999254942;47.659999999999997;240.299255371093750
671183.369999999995343;9194535.529999999329448;50.140000000000001;543.489868164062500
672473.550000000046566;9191817.750000000000000;52.670000000000002;337.797241210937500
674470.619999999995343;9193690.609999999403954;49.100000000000001;385.321533203125000
674146.829999999958090;9196579.490000000223517;33.560000000000002;933.357421875000114
677497.280000000027940;9196382.669999999925494;34.969999999999999;804.280090332031250
678772.640000000013970;9194402.630000000819564;35.109999999999999;753.229492187500000
677990.719999999972060;9192030.769999999552965;37.770000000000003;725.234924316406250
675076.500000000000000;9191314.740000000223517;42.729999999999997;426.189117431640625
677509.380000000004657;9189538.240000000223517;34.770000000000003;496.903076171875000
674199.170000000041910;9188820.009999999776483;41.609999999999999;326.173126220703125
672395.640000000013970;9188969.650000000372529;44.450000000000003;241.050994873046875
670413.979999999981374;9189060.919999999925494;45.280000000000001;274.738128662109375
668740.780000000027940;9189013.619999999180436;47.880000000000003;223.814315795898438
665968.829999999958090;9188959.640000000596046;46.270000000000003;131.508071899414063
670105.939999999944121;9186816.199999999254942;38.119999999999997;279.936584472656250
666641.839999999967404;9186348.839999999850988;39.570000000000000;192.150466918945313
672188.589999999967404;9186422.949999999254942;40.340000000000003;275.740844726562500
672996.290000000037253;9184444.439999999478459;40.710000000000001;235.947494506835938
670293.040000000037253;9184618.640000000596046;41.090000000000003;211.285659790039063
667819.390000000013970;9184821.199999999254942;41.140000000000001;174.862625122070313
666465.640000000013970;9192823.269999999552965;56.250000000000000;154.708755493164063
669204.400000000023283;9182275.000000000000000;44.159999999999997;167.838226318359347
671292.469999999855645;9182831.119999999180436;45.630000000000003;174.428726196289063
671356.139999999897555;9181474.679999999701977;45.979999999999997;164.131698608398438
668625.800000000046566;9179815.830000000074506;48.689999999999998;161.532073974609375
669977.489999999874271;9179425.380000000819564;46.950000000000003;159.973907470703125
668607.569999999948777;9178863.380000000819564;51.950000000000003;127.324256896972656
666083.689999999944121;9179206.109999999403954;59.990000000000002;102.555686950683594
666962.680000000051223;9177055.699999999254942;53.119999999999997;112.044647216796875
667974.420000000041910;9175889.449999999254942;53.530000000000001;108.284812927246094
669592.219999999972060;9176640.119999999180436;49.810000000000002;132.394439697265625
671433.369999999995343;9177508.300000000745058;44.200000000000003;146.121871948242188
671521.819999999832362;9175818.539999999105930;59.109999999999999;134.918319702148438
670284.400000000023283;9174504.710000000894070;68.459999999999994;131.680007934570313
668249.660000000032596;9173596.349999999627471;72.510000000000005;107.158042907714844
666175.410000000032596;9172585.900000000372529;76.760000000000005;111.419128417968750
670304.689999999944121;9172360.980000000447035;86.459999999999994;182.622482299804659
668526.260000000009313;9170806.720000000670552;91.569999999999993;166.636718750000000
673559.130000000004657;9171231.460000000894070;90.150000000000006;297.517456054687500
676954.279999999911524;9171657.039999999105930;92.209999999999994;367.692047119140625
678164.800000000046566;9172290.689999999478459;91.079999999999998;316.600250244140625
678734.840000000083819;9174045.179999999701977;81.370000000000005;178.401168823242188
676851.500000000000000;9174656.429999999701977;73.890000000000001;166.622314453125000
674780.260000000009313;9174389.089999999850988;72.590000000000003;162.840377807617188
672700.630000000004657;9174177.750000000000000;70.129999999999995;158.106628417968750
675592.949999999953434;9176342.429999999701977;58.719999999999999;197.608230590820313
674001.229999999981374;9177119.939999999478459;50.899999999999999;154.754959106445313
678803.560000000055879;9177418.910000000149012;61.390000000000001;222.483551025390625
677642.530000000027940;9179663.990000000223517;48.369999999999997;215.342041015625000
675242.020000000018626;9179361.380000000819564;44.079999999999998;178.700088500976563
673601.999999999883585;9178543.720000000670552;43.229999999999997;162.885147094726563
676725.819999999832362;9180798.740000000223517;40.090000000000003;189.366119384765625
672562.130000000004657;9180303.199999999254942;41.850000000000001;182.356613159179688
673175.589999999967404;9182251.480000000447035;41.600000000000001;176.151550292968750
679448.270000000018626;9181895.390000000596046;41.869999999999997;229.289077758789063
677239.410000000032596;9185527.849999999627471;37.159999999999997;221.163375854492188
676555.760000000009313;9183073.769999999552965;37.609999999999999;221.483978271484375
674896.599999999976717;9185296.509999999776483;37.090000000000003;228.330993652343750
674138.530000000027940;9186802.130000000819564;39.979999999999997;286.617675781250000
676591.920000000041910;9187376.419999999925494;35.570000000000000;349.581298828125000
679425.910000000032596;9185201.869999999180436;37.560000000000002;237.744888305664063
684883.619999999995343;9197927.160000000149012;19.199999999999999;1003.789978027343750
686641.069999999948777;9196406.560000000521541;10.510000000000000;1089.365844726562500
683134.400000000023283;9195441.960000000894070;23.840000000000000;608.209777832031250
684573.650000000023283;9192237.679999999701977;24.170000000000002;528.604492187500000
684823.770000000018626;9190875.080000000074506;21.489999999999998;640.729980468750000
682826.869999999995343;9190560.839999999850988;23.789999999999999;535.004760742187500
680568.030000000027940;9192322.199999999254942;34.490000000000002;513.611389160156250
679903.380000000004657;9188390.019999999552965;35.450000000000003;475.490325927734375
683823.589999999967404;9187979.880000000819564;30.780000000000001;406.014343261718693
685809.829999999958090;9185745.210000000894070;40.350000000000001;310.472839355468750
683184.329999999958090;9185239.980000000447035;40.240000000000002;244.848754882812500
681194.510000000125729;9185573.650000000372529;40.000000000000000;247.753372192382813
686657.020000000018626;9184448.689999999478459;40.689999999999998;290.834259033203125
682337.020000000018626;9181794.380000000819564;43.009999999999998;251.766616821289063
684348.469999999855645;9181758.689999999478459;40.920000000000002;257.463592529296875
686585.989999999990687;9181827.800000000745058;40.899999999999999;266.425140380859375
679847.819999999948777;9179849.589999999850988;54.229999999999997;210.168792724609375
681338.290000000037253;9179195.660000000149012;58.850000000000001;243.823837280273438
682974.400000000023283;9179134.599999999627471;58.649999999999999;272.941284179687500
685317.709999999962747;9179515.599999999627471;56.640000000000001;281.705596923828125
681759.430000000051223;9175870.789999999105930;73.239999999999995;461.747985839843750
680094.770000000018626;9175575.130000000819564;72.959999999999994;372.594116210937500
682836.869999999995343;9174943.839999999850988;75.019999999999996;278.966125488281250
686480.880000000121072;9174907.019999999552965;70.349999999999994;528.887817382812500
685555.910000000032596;9173124.480000000447035;82.469999999999999;446.905914306640625
684054.390000000013970;9172069.060000000521541;85.469999999999999;346.464904785156250
692503.510000000009313;9198017.869999999180436;-4.330000000000000;1214.991333007812500
696638.510000000125729;9197826.699999999254942;-2.440000000000000;1102.436279296875000
699163.520000000018626;9197626.349999999627471;-0.750000000000000;1137.598144531250000
700994.420000000041910;9197143.619999999180436;4.090000000000000;1292.160400390625000
697849.239999999990687;9196476.230000000447035;1.460000000000000;1024.707763671875000
694620.550000000162981;9196547.380000000819564;4.450000000000000;1001.994262695312500
691898.150000000023283;9195799.349999999627471;2.420000000000000;1006.860168457031250
689266.969999999972060;9197502.349999999627471;2.090000000000000;1094.103393554687500
688826.020000000018626;9194828.109999999403954;9.680000000000000;908.033691406250000
700559.329999999958090;9195586.960000000894070;6.350000000000000;1216.847290039062500
702481.040000000037253;9196401.050000000745058;8.510000000000000;1302.881225585937500
703535.079999999958090;9197721.400000000372529;7.090000000000000;1353.127441406250000
705709.979999999981374;9195100.109999999403954;9.340000000000000;1189.199218750000227
703749.469999999972060;9193719.160000000149012;6.120000000000000;1132.897094726562500
702154.910000000032596;9194514.130000000819564;5.720000000000000;1105.195678710937500
699766.420000000041910;9194234.740000000223517;5.620000000000000;1082.286743164062500
698564.069999999948777;9191925.919999999925494;3.760000000000000;952.475158691406250
697130.650000000023283;9190506.919999999925494;6.040000000000000;831.728027343750000
696624.000000000000000;9194960.259999999776483;12.680000000000000;914.931274414062500
691380.729999999981374;9193500.580000000074506;11.940000000000000;940.387390136718750
700598.689999999944121;9190889.269999999552965;14.150000000000000;845.056701660156250
702607.939999999944121;9191242.300000000745058;9.340000000000000;1110.935058593750000
703275.109999999986030;9188210.330000000074506;14.080000000000000;877.576110839843750
702099.199999999953434;9186835.400000000372529;10.109999999999999;925.794555664062500
704776.430000000051223;9187505.369999999180436;10.000000000000000;813.348632812500000
704908.139999999897555;9189410.310000000521541;1.160000000000000;916.468750000000000
704846.420000000041910;9192060.210000000894070;4.520000000000000;1058.425537109375000
707287.729999999981374;9184126.589999999850988;11.820000000000000;674.543640136718750
707997.859999999986030;9186569.990000000223517;13.330000000000000;752.203186035156250
706381.880000000004657;9188664.199999999254942;14.380000000000001;833.245849609375000
710240.099999999976717;9187489.699999999254942;12.820000000000000;805.485839843750000
710991.219999999972060;9189730.009999999776483;12.720000000000001;885.603149414062500
708878.150000000023283;9189301.619999999180436;16.090000000000000;853.586364746093750
707766.410000000032596;9190522.039999999105930;14.990000000000000;899.244079589843750
708377.729999999981374;9192094.300000000745058;16.579999999999998;943.604370117187500
710386.989999999990687;9194879.689999999478459;17.079999999999998;1104.611694335937500
710069.000000000000000;9196786.839999999850988;16.859999999999999;1360.154418945312500
708200.089999999967404;9194217.509999999776483;10.930000000000000;1119.831542968750000
706692.239999999990687;9192601.750000000000000;10.600000000000000;1003.414001464843750
710941.359999999986030;9191656.189999999478459;12.070000000000000;922.789062500000000
711795.650000000023283;9193015.080000000074506;12.710000000000001;997.852233886718750
712202.859999999986030;9195174.619999999180436;10.420000000000000;1162.726440429687500
712845.979999999981374;9197273.650000000372529;11.779999999999999;1531.717651367187500
713803.290000000037253;9190864.550000000745058;13.949999999999999;1150.688720703125000
714896.959999999962747;9192699.039999999105930;11.560000000000000;1329.944213867187500
716549.849999999976717;9191319.500000000000000;4.320000000000001;1652.844238281250000
720106.109999999986030;9192625.419999999925494;-12.789999999999999;3124.753906250000000
719239.569999999948777;9195902.509999999776483;12.940000000000000;1816.920532226562500
716700.500000000000000;9195804.419999999925494;16.420000000000002;1479.379760742187500
714939.860000000102445;9195992.550000000745058;21.320000000000000;1301.040283203125000
713629.589999999967404;9194713.939999999478459;21.570000000000000;1174.600097656250000
717941.459999999962747;9187135.519999999552965;14.670000000000000;1287.898315429687500
692488.839999999967404;9192781.109999999403954;14.510000000000000;860.261230468750000
687291.130000000004657;9193786.199999999254942;16.559999999999999;831.515563964843750
688694.239999999990687;9191317.669999999925494;18.559999999999999;659.009033203125000
692938.900000000023283;9187192.779999999329448;19.850000000000001;732.433105468750000
694468.339999999967404;9187510.199999999254942;19.010000000000002;801.699829101562500
699978.939999999827705;9188288.310000000521541;19.070000000000000;889.585083007812500
698757.180000000051223;9186825.089999999850988;19.820000000000000;625.112182617187500
699129.420000000041910;9184782.970000000670552;15.369999999999999;831.065307617187500
701971.339999999967404;9184540.599999999627471;17.039999999999999;793.679199218750000
704933.739999999990687;9184263.970000000670552;19.020000000000000;750.612487792968750
709614.650000000023283;9184735.470000000670552;18.989999999999998;747.603576660156250
713428.959999999962747;9184808.650000000372529;19.449999999999999;798.458862304687500
713315.520000000018626;9186641.070000000298023;17.510000000000002;872.449890136718750
712925.800000000046566;9188059.349999999627471;16.030000000000001;939.700622558593750
715245.109999999986030;9188160.099999999627471;17.370000000000001;1086.426513671875000
717123.540000000037253;9188375.189999999478459;15.109999999999999;1289.582397460937500
715529.619999999995343;9186332.230000000447035;24.440000000000001;986.123107910156250
714886.510000000125729;9183847.390000000596046;21.350000000000001;808.840576171875000
711059.719999999972060;9182889.259999999776483;24.940000000000001;715.906738281250000
708807.750000000000000;9182524.710000000894070;25.140000000000001;680.711181640625000
697196.839999999967404;9183369.789999999105930;23.270000000000000;599.995544433593750
696704.329999999958090;9185838.429999999701977;21.390000000000001;531.539123535156250
696874.930000000051223;9187991.650000000372529;21.809999999999999;590.352661132812500
691090.469999999972060;9188086.800000000745058;22.680000000000000;660.277221679687500
692532.099999999976717;9190564.000000000000000;23.199999999999999;498.802978515625000
695093.430000000051223;9193249.599999999627471;23.780000000000001;947.164489746093750
687435.119999999878928;9188568.009999999776483;20.969999999999999;533.335998535156250
689955.530000000144355;9186658.390000000596046;27.100000000000001;470.838867187500057
693333.650000000023283;9184799.820000000298023;26.109999999999999;417.496612548828068
701122.479999999981374;9182457.529999999329448;25.940000000000001;648.398376464843750
704789.699999999953434;9182416.279999999329448;27.120000000000001;661.630615234375000
717828.020000000018626;9184259.050000000745058;28.230000000000000;955.422790527343750
719766.550000000046566;9183234.669999999925494;28.859999999999999;1031.481689453125000
716657.609999999986030;9182724.089999999850988;29.190000000000001;843.461975097656136
704794.439999999944121;9182446.929999999701977;27.120000000000001;661.630615234375000
694542.579999999958090;9182269.039999999105930;32.399999999999999;351.983825683593750
698463.890000000013970;9181710.929999999701977;31.129999999999999;515.065490722656250
710957.150000000023283;9180965.080000000074506;32.979999999999997;646.489685058593750
